Tmin(C) Tmax(C) Prcp(mm) Et0(mm) Day Month Year
11.06 18.05 0.85 3.1995667078017744 28 5 1995
9.72 16.76 0.11 3.9188912486652265 29 5 1995
8.93 16.19 3.11 2.9836560055823758 30 5 1995
9.26 17.38 0.68 3.4461017134620335 31 5 1995
8.65 16.13 0.61 2.84440320076523 1 6 1995
7.31 15.69 0.82 2.981786890446106 2 6 1995
9.1 14.76 4.7 2.2841066275101833 3 6 1995
9.83 15.84 6.21 2.6065705897058318 4 6 1995
10.64 15.28 0.29 3.37525472498034 5 6 1995
10.03 15.03 1.36 2.098983566154644 6 6 1995
9.13 15.34 1.86 3.057236082147721 7 6 1995
7.73 14.05 0.92 2.3586756106570026 8 6 1995
8.8 12.94 8.71 1.462081473836457 9 6 1995
8.47 13.62 1.33 1.7200992873619203 10 6 1995
9.02 14.25 2.79 1.8864360517042025 11 6 1995
9.15 13.15 1.94 2.3305591220970685 12 6 1995
9.18 14.27 1.56 1.6553731321348875 13 6 1995
8.73 15.08 0.12 1.869206007111087 14 6 1995
9.07 12.43 2.43 1.4542967836279388 15 6 1995
9.36 16.38 0.62 2.845436461227417 16 6 1995
10.39 15.7 2.57 2.0124876241977825 17 6 1995
10.79 18.25 0.07 4.296642580853347 18 6 1995
9.65 20.55 0.01 5.3963616407099755 19 6 1995
12.01 21.29 0.1 4.776821623041723 20 6 1995
9.51 17.52 0.02 4.798298273178238 21 6 1995
8.46 17.98 0.04 4.922026069038462 22 6 1995
9.8 17.51 0.13 3.7174709137732247 23 6 1995
10.67 17.73 0.26 2.151692726129749 24 6 1995
10.51 19.58 0.09 3.3786531295303472 25 6 1995
10.49 20.3 0.09 4.492049348778744 26 6 1995
10.98 20.57 0.07 5.336918950316002 27 6 1995
12.38 21.98 0.05 5.584124404176086 28 6 1995
11.4 20.84 0.01 5.5222173763739395 29 6 1995
10.51 23.68 0.04 5.9430424618551205 30 6 1995
11.63 17.2 0.12 3.490913419014278 1 7 1995
11.4 18.2 14.73 3.905312444720088 2 7 1995
10.77 17.37 2.8 3.4103406042163042 3 7 1995
11.43 18.92 0.14 3.435521262571192 4 7 1995
12.83 20.42 0.04 4.336915051246541 5 7 1995
12.4 22.04 0.02 5.6016146368124105 6 7 1995
13.04 22.22 0.02 5.350610314237683 7 7 1995
14.63 22.45 0.03 5.028694652694451 8 7 1995
14.48 21.01 0.11 4.624467934974649 9 7 1995
14.37 22.74 0.18 5.263646933258968 10 7 1995
15.95 21.45 4.35 3.5502685083625813 11 7 1995
15.15 22.77 0.02 4.721976996815821 12 7 1995
14.33 22.76 1.98 3.9524518929034542 13 7 1995
15.29 21.12 5.73 4.507288138130959 14 7 1995
14.41 20.05 1.95 3.305095610194162 15 7 1995
13.45 20.81 1.05 3.5349153624429794 16 7 1995
14.4 19.72 0.39 2.9962181902621006 17 7 1995
15.02 23.68 1.83 3.237109132404063 18 7 1995
17.47 24.86 0.04 3.857847657633627 19 7 1995
15.87 24.77 0.0 5.132507436132104 20 7 1995
15.35 25.68 1.32 4.5947595349869985 21 7 1995
12.41 19.89 0.0 4.490286865199266 22 7 1995
12.48 22.0 0.0 5.169764039870938 23 7 1995
12.2 22.37 0.0 5.1477862257405835 24 7 1995
14.05 21.29 0.02 5.31583678491066 25 7 1995
16.3 23.21 0.84 4.498533383294129 26 7 1995
15.58 21.04 0.94 4.14855594094629 27 7 1995
15.95 24.77 0.07 4.2096547603242795 28 7 1995
17.75 24.13 1.9 3.834102616840612 29 7 1995
16.79 25.09 0.07 4.95669353192876 30 7 1995
17.38 25.76 0.01 5.183488753492084 31 7 1995
18.48 25.68 0.03 5.159214957516524 1 8 1995
17.58 24.3 0.03 5.409476801313889 2 8 1995
16.12 24.15 0.07 5.284604060376248 3 8 1995
13.73 21.38 0.08 4.100796931983857 4 8 1995
12.86 21.17 0.0 4.570080904836164 5 8 1995
13.37 22.3 0.06 4.539566086874201 6 8 1995
13.94 19.56 0.31 2.7339020380610544 7 8 1995
13.19 18.45 0.08 2.688144496371731 8 8 1995
12.22 21.33 0.0 4.466683950759651 9 8 1995
14.03 22.73 0.03 4.982972048696466 10 8 1995
16.33 24.37 0.07 5.0173124279483154 11 8 1995
13.85 26.37 0.03 5.432038219350184 12 8 1995
15.33 22.5 0.06 3.501122981654208 13 8 1995
12.81 21.85 0.02 4.238415653387504 14 8 1995
13.99 24.99 0.01 5.099707979151848 15 8 1995
15.91 24.14 0.0 4.652184438266595 16 8 1995
15.44 22.7 0.13 4.245935904916467 17 8 1995
16.44 24.36 0.16 4.340765618664563 18 8 1995
16.9 25.4 0.08 4.718013974056957 19 8 1995
15.94 24.16 0.05 4.684661273034588 20 8 1995
14.9 24.68 0.09 4.83875430051475 21 8 1995
14.97 24.29 0.07 4.68056876577628 22 8 1995
15.11 23.15 1.52 2.688658592688453 23 8 1995
13.01 22.52 0.16 3.450937340179612 24 8 1995
15.3 22.2 0.27 3.2413258264207263 25 8 1995
13.98 20.32 1.59 2.1585279424107027 26 8 1995
12.52 17.66 0.85 1.9669204856088442 27 8 1995
10.92 17.91 1.37 2.603177445801397 28 8 1995
10.26 16.5 0.31 2.1024330058393272 29 8 1995
11.91 18.48 1.59 2.9888178982148093 30 8 1995
14.47 18.27 3.17 1.8501744069063415 31 8 1995
12.6 19.87 0.96 2.446919907387802 1 9 1995
12.19 17.15 10.95 1.2251044287143507 2 9 1995
9.89 17.79 0.2 3.082715032684139 3 9 1995
9.94 19.1 0.29 3.09050729392893 4 9 1995
11.79 17.5 1.93 2.110432725271221 5 9 1995
10.9 18.88 4.2 2.545259936177361 6 9 1995
15.44 18.91 9.04 1.3042836351743743 7 9 1995
13.59 20.05 6.72 1.7560238256593244 8 9 1995
13.14 19.77 0.09 3.0756381754544355 9 9 1995
11.69 18.73 7.35 2.7045860322898543 10 9 1995
12.91 18.48 7.78 1.5083919054792858 11 9 1995
11.98 17.97 1.95 2.521576911778305 12 9 1995
11.82 18.11 1.26 2.573260558897608 13 9 1995
9.63 17.85 2.85 2.787093781155535 14 9 1995
11.95 17.83 4.79 1.0750864364082737 15 9 1995
11.98 16.53 9.16 2.06457244278878 16 9 1995
13.86 17.14 8.12 1.3768967632869311 17 9 1995
13.87 19.64 7.45 2.737121986117816 18 9 1995
12.82 19.04 1.27 1.7616478155060555 19 9 1995
10.58 17.29 0.56 2.131675113593673 20 9 1995
11.05 17.98 0.09 2.578290909261644 21 9 1995
12.28 18.66 0.67 1.8666562182549014 22 9 1995
10.5 17.26 0.64 2.7433557394603936 23 9 1995
10.43 15.01 7.16 1.1963078491906778 24 9 1995
7.94 16.68 0.08 2.4531638554172623 25 9 1995
12.04 17.48 7.41 1.019658422080716 26 9 1995
8.64 14.93 3.83 1.8972658730008614 27 9 1995
6.58 12.33 0.41 2.1423579624527385 28 9 1995
7.0 14.77 0.11 2.067569100051956 29 9 1995
7.42 14.8 0.99 1.983115899288674 30 9 1995
9.45 19.02 1.54 2.5108483975696427 1 10 1995
8.76 16.4 0.07 2.247328315443953 2 10 1995
12.15 16.4 2.05 1.4378132424492667 3 10 1995
13.12 17.34 2.34 1.3808354877516686 4 10 1995
11.16 16.55 0.29 2.050331567084235 5 10 1995
12.1 16.45 2.06 1.2530212802849134 6 10 1995
15.2 19.74 1.37 1.0974908304159212 7 10 1995
13.76 20.94 0.1 2.6683419864772926 8 10 1995
13.38 21.15 0.08 2.714121711659741 9 10 1995
12.14 19.73 0.06 1.9288724992939135 10 10 1995
11.83 18.76 0.28 1.9995241583031138 11 10 1995
13.0 20.19 0.15 1.8378200170890322 12 10 1995
12.37 18.64 0.2 1.5637957488070775 13 10 1995
12.24 18.65 0.11 1.8303256642521513 14 10 1995
11.63 18.79 0.14 1.731604823116588 15 10 1995
10.94 17.66 0.09 1.6640147964973475 16 10 1995
13.45 17.72 0.27 0.8521440336668195 17 10 1995
8.6 14.53 0.02 1.6172513431127593 18 10 1995
7.81 15.49 0.01 1.4679333149108085 19 10 1995
8.29 14.08 0.28 0.9385615117775306 20 10 1995
8.03 14.04 0.1 1.6213609709241628 21 10 1995
8.83 13.0 0.02 1.250155601695392 22 10 1995
9.47 14.9 0.08 1.2916168522732117 23 10 1995
12.87 17.53 0.41 1.8406585437168257 24 10 1995
10.45 15.52 0.19 1.648369163229558 25 10 1995
12.87 15.78 4.01 0.7055322595160393 26 10 1995
6.78 15.28 0.48 1.4692694553653491 27 10 1995
5.18 11.8 0.02 1.4593954178234358 28 10 1995
5.68 13.29 0.08 1.6825354481983226 29 10 1995
8.38 14.08 0.08 1.4285449828876355 30 10 1995
7.76 14.59 0.12 1.5259418293750602 31 10 1995
7.67 12.35 1.11 0.6077698001597129 1 11 1995
6.23 11.11 0.5 0.9121350417360452 2 11 1995
6.25 10.48 0.43 0.7495875225084618 3 11 1995
4.75 10.08 0.06 1.1296289278588825 4 11 1995
3.55 8.41 0.07 1.0145965074210288 5 11 1995
3.44 10.08 0.0 1.108750742855549 6 11 1995
4.07 11.0 0.09 0.9767731815061147 7 11 1995
8.26 13.69 0.3 0.9080437780357634 8 11 1995
8.54 12.18 3.57 0.5569549136450037 9 11 1995
9.19 11.05 5.62 0.625569312256084 10 11 1995
10.02 13.79 0.5 0.6087267041551623 11 11 1995
11.33 14.37 0.02 1.0990132113753146 12 11 1995
9.66 13.86 0.52 0.9187537133247801 13 11 1995
8.48 11.58 2.59 0.7893666706233253 14 11 1995
9.73 12.44 1.13 0.8395677473635516 15 11 1995
4.97 10.71 2.51 0.6341301973451878 16 11 1995
2.8 5.07 1.84 0.4019609866644206 17 11 1995
1.74 6.9 0.08 0.8590156105862433 18 11 1995
1.69 7.58 0.23 0.865345713700107 19 11 1995
5.51 9.15 0.23 0.7891807713108692 20 11 1995
6.83 8.45 1.86 0.3711136644569242 21 11 1995
6.14 10.2 0.49 0.6728176460552115 22 11 1995
6.37 11.65 0.42 0.821767430257343 23 11 1995
10.28 11.65 0.69 0.41770758763186594 24 11 1995
10.56 11.43 0.81 0.25357966803118925 25 11 1995
8.04 11.13 4.57 0.4661170746490143 26 11 1995
8.06 10.87 1.52 0.603462099140581 27 11 1995
7.48 10.36 0.42 0.5463659505010654 28 11 1995
7.15 10.87 0.02 0.6680968900300972 29 11 1995
5.83 7.51 0.07 0.23629413953937561 30 11 1995
4.8 8.19 0.56 0.49864282061386833 1 12 1995
8.25 10.89 1.01 0.3986331096889862 2 12 1995
7.57 9.23 2.61 0.23781237379108894 3 12 1995
3.32 8.08 0.37 0.47129597112856203 4 12 1995
-0.17 3.22 2.29 0.4301257554688147 5 12 1995
0.76 1.32 1.96 0.1 6 12 1995
-0.27 1.92 1.65 0.28008517381195575 7 12 1995
0.92 4.57 0.07 0.4789411135522638 8 12 1995
1.12 5.94 0.02 0.6555719262262307 9 12 1995
1.98 5.8 0.11 0.4963955260105354 10 12 1995
2.23 5.19 0.2 0.4678527094861405 11 12 1995
4.06 7.96 0.92 0.5200464756954617 12 12 1995
3.33 7.19 3.75 0.47934020069132444 13 12 1995
3.07 5.32 0.34 0.267145106557916 14 12 1995
1.51 3.3 1.06 0.20221546670860618 15 12 1995
1.65 4.78 0.0 0.4445943188238044 16 12 1995
2.66 5.03 1.91 0.2881738198099586 17 12 1995
2.4 4.15 0.62 0.22285647004139486 18 12 1995
2.48 4.25 5.85 0.27113314338999694 19 12 1995
0.69 5.19 11.87 0.5891440429657506 20 12 1995
1.4 5.01 3.91 0.33924069089126835 21 12 1995
5.31 11.48 17.99 0.7840883256215738 22 12 1995
3.23 9.12 7.25 0.5496682244607368 23 12 1995
1.98 4.76 1.42 0.3865411441345926 24 12 1995
-1.61 2.84 0.41 0.5688177131127601 25 12 1995
-2.38 1.87 1.07 0.400972651626234 26 12 1995
-0.92 2.73 0.57 0.38884259250688846 27 12 1995
-1.74 2.33 0.28 0.45824049645415993 28 12 1995
-1.47 3.1 0.31 0.5032204879827701 29 12 1995
-0.52 1.94 3.01 0.2708278953119058 30 12 1995
2.19 3.87 4.38 0.2067679536380202 31 12 1995
2.91 5.59 0.52 0.34531730887254525 1 1 1996
2.99 5.15 0.15 0.26963503719331616 2 1 1996
2.8 5.55 0.35 0.4121340502969841 3 1 1996
3.47 5.4 1.41 0.3280237885720104 4 1 1996
4.75 5.63 2.82 0.2625408629146334 5 1 1996
4.57 6.48 5.57 0.2599797419697486 6 1 1996
4.41 9.76 2.22 0.7777789523005936 7 1 1996
7.16 8.23 1.04 0.29327272598443965 8 1 1996
6.83 9.05 6.64 0.3783102998561092 9 1 1996
6.6 8.58 1.14 0.44291438251965376 10 1 1996
6.54 7.94 2.39 0.3488501907559685 11 1 1996
7.98 9.12 0.14 0.4442317152466096 12 1 1996
7.85 10.58 0.38 0.6166486986101298 13 1 1996
5.2 8.92 0.05 0.7971652718159934 14 1 1996
4.82 6.84 0.37 0.4609564173605971 15 1 1996
5.84 7.25 0.41 0.4547676825795325 16 1 1996
5.12 7.34 0.15 0.5106109764202074 17 1 1996
3.58 5.12 0.4 0.3306880847858416 18 1 1996
4.29 5.48 0.4 0.24639403496583434 19 1 1996
2.23 4.87 0.18 0.31952514982470337 20 1 1996
1.42 2.68 0.58 0.22514602976385184 21 1 1996
2.67 5.91 0.02 0.6089145415175241 22 1 1996
1.29 2.5 2.98 0.23211485236892498 23 1 1996
0.33 3.3 0.65 0.3895860925479208 24 1 1996
-3.3 -0.03 0.21 0.2964804634519217 25 1 1996
-3.56 -2.76 1.18 0.26319679634151544 26 1 1996
-3.45 1.41 0.65 0.41252244994668846 27 1 1996
-0.68 1.53 0.03 0.46045449123000604 28 1 1996
-0.52 1.58 0.16 0.3566817397930253 29 1 1996
0.14 2.92 0.09 0.4952985793544733 30 1 1996
-0.31 4.01 0.0 0.8730927562200342 31 1 1996
-1.22 3.41 0.0 0.8699293609787866 1 2 1996
-2.32 2.15 0.09 0.539337473412862 2 2 1996
-1.78 3.57 0.3 0.7368241315964233 3 2 1996
-1.39 2.19 0.27 0.4908194346925514 4 2 1996
-2.23 1.66 0.02 0.7818464821044766 5 2 1996
-0.85 0.57 0.02 0.3797894496259698 6 2 1996
-2.27 1.83 0.21 0.47963927481905866 7 2 1996
-1.96 2.8 0.12 0.5774404994485538 8 2 1996
-0.09 4.05 8.93 0.4902648844794937 9 2 1996
3.2 6.32 0.52 0.6373142338065804 10 2 1996
3.74 6.81 1.7 0.47972336233611934 11 2 1996
2.08 5.81 13.74 0.7756429625100338 12 2 1996
2.58 4.78 1.84 0.2673482114470817 13 2 1996
-0.23 5.12 0.12 0.8881331231291414 14 2 1996
-1.4 4.4 0.46 0.7510712693671273 15 2 1996
3.51 10.63 0.21 1.1369792811654298 16 2 1996
4.09 8.26 2.03 1.0018060588057507 17 2 1996
2.98 7.55 3.33 0.806127396171108 18 2 1996
-0.91 2.63 3.44 0.677625818928905 19 2 1996
-1.14 0.9 0.5 0.5006640294542513 20 2 1996
-2.86 2.27 0.09 0.7471361766650173 21 2 1996
-2.65 2.22 1.46 0.5525502718623199 22 2 1996
-0.43 5.15 0.79 0.9653104814925682 23 2 1996
4.33 6.89 2.43 0.4696677549940609 24 2 1996
4.61 7.1 7.68 0.4419296132484889 25 2 1996
1.21 6.98 0.08 1.1315682972150414 26 2 1996
0.69 8.06 0.11 1.6293651722170708 27 2 1996
0.8 7.27 0.2 1.411496983215314 28 2 1996
-0.92 7.95 0.12 1.6783494429581554 29 2 1996
2.23 7.57 1.12 0.8200040854610857 1 3 1996
1.73 5.8 3.07 0.7671499638808874 2 3 1996
1.16 5.65 0.77 0.7101339866694361 3 3 1996
0.69 7.5 1.24 0.9188003291502302 4 3 1996
2.71 7.15 0.9 0.9127393621397524 5 3 1996
1.8 8.1 0.33 1.0945151413586522 6 3 1996
2.42 3.87 0.5 0.3693790528442546 7 3 1996
2.12 5.9 0.05 1.4057864349408764 8 3 1996
2.6 6.06 2.44 0.9519864070812334 9 3 1996
-0.1 6.04 0.03 1.7241676619679418 10 3 1996
-0.77 4.64 0.03 1.1546668223438699 11 3 1996
-0.4 2.32 0.0 1.2154636938549006 12 3 1996
-1.34 1.58 0.0 0.9295119341072176 13 3 1996
-0.35 3.24 0.0 1.2318928823535198 14 3 1996
0.37 7.44 0.02 1.732823313399296 15 3 1996
1.03 4.69 0.11 0.6927159195223156 16 3 1996
-0.3 8.59 0.04 1.212676418314814 17 3 1996
1.37 5.98 0.15 0.9319994795347504 18 3 1996
1.63 6.58 0.19 1.0006892281962307 19 3 1996
1.43 5.22 0.93 0.87238181645182 20 3 1996
4.62 6.54 3.51 0.6065145581515592 21 3 1996
4.74 10.6 1.34 1.0562833398396947 22 3 1996
5.34 11.99 0.82 1.2060689633077237 23 3 1996
4.09 7.22 0.07 0.9477585335930432 24 3 1996
3.78 8.01 0.06 1.3311271030763958 25 3 1996
0.87 5.57 0.86 0.8830451642283248 26 3 1996
-0.87 5.44 0.0 2.0357827538921405 27 3 1996
-0.69 7.59 0.97 1.3710519970466184 28 3 1996
-0.17 6.38 0.54 1.5842610517234703 29 3 1996
-0.35 6.96 0.19 1.885447980558618 30 3 1996
-0.57 6.39 0.66 1.4841858212962284 31 3 1996
-1.41 5.88 0.24 1.8453131392065183 1 4 1996
-1.49 6.33 0.4 1.7256230590992123 2 4 1996
-1.12 6.52 0.04 2.1266003352028355 3 4 1996
-0.74 8.34 0.02 2.66578904451009 4 4 1996
1.82 8.52 0.03 2.628824637158549 5 4 1996
4.27 7.75 0.24 1.0661347262375178 6 4 1996
3.49 9.52 0.38 1.2024709241413665 7 4 1996
4.61 12.27 0.08 2.4568341938511997 8 4 1996
5.73 12.66 0.35 1.8716989854336659 9 4 1996
4.02 10.68 1.31 1.4178631758544271 10 4 1996
5.23 11.44 0.83 1.52251253218975 11 4 1996
3.58 5.74 1.33 1.325869955526006 12 4 1996
1.47 7.36 0.0 2.5103092223914576 13 4 1996
3.03 8.48 0.06 1.8516262974580748 14 4 1996
2.58 13.55 0.0 3.3281333953288534 15 4 1996
7.47 13.69 0.26 2.060053651226644 16 4 1996
6.34 13.65 0.14 2.0417944126408356 17 4 1996
5.91 12.15 0.18 1.873722912977152 18 4 1996
7.8 12.32 0.19 1.3654879960329438 19 4 1996
7.16 16.66 0.02 3.584007085838561 20 4 1996
7.31 16.85 0.15 4.108872724727262 21 4 1996
7.76 11.08 6.73 1.3039526196607985 22 4 1996
6.95 12.83 4.73 1.3764193580915207 23 4 1996
6.57 12.56 0.24 2.6303485151675914 24 4 1996
5.47 14.22 0.01 3.0620576624999423 25 4 1996
8.47 16.8 0.06 3.736164649949165 26 4 1996
6.82 17.73 0.01 3.9516028738681834 27 4 1996
3.94 13.06 0.07 3.194302534104935 28 4 1996
2.58 10.91 0.41 2.2737157794105434 29 4 1996
3.61 11.47 0.81 2.620095731825539 30 4 1996
5.11 10.69 3.38 1.3550458939705958 1 5 1996
5.34 11.47 0.56 1.3305977443041324 2 5 1996
4.26 7.51 2.3 1.2277009127209217 3 5 1996
3.2 10.04 0.34 2.4643646411345275 4 5 1996
3.44 11.44 0.06 2.990763860935619 5 5 1996
3.78 12.22 0.0 3.4526863449616627 6 5 1996
3.87 11.4 0.0 3.073083592844353 7 5 1996
3.39 10.5 0.0 3.244292266332721 8 5 1996
3.12 10.47 0.03 2.788464329177235 9 5 1996
3.91 8.8 1.07 1.9053507513583774 10 5 1996
3.97 11.19 0.62 2.0907116125564515 11 5 1996
3.19 12.5 0.06 2.975534286505963 12 5 1996
4.1 13.35 0.0 3.2800996258614683 13 5 1996
4.22 12.94 0.09 3.6094610891730885 14 5 1996
3.83 12.65 0.06 2.9998774219458424 15 5 1996
3.04 8.46 7.41 2.006512766496699 16 5 1996
4.1 9.3 2.46 1.6122604814095194 17 5 1996
5.08 8.27 2.82 1.2302001556194289 18 5 1996
7.43 11.72 0.77 2.506783814247414 19 5 1996
6.15 13.41 0.13 3.473950694687054 20 5 1996
5.68 13.65 1.33 3.1639511636787594 21 5 1996
7.23 11.81 4.7 1.6959849446693434 22 5 1996
9.98 15.84 1.21 2.9059045943112056 23 5 1996
9.8 13.43 6.1 1.4228711534590475 24 5 1996
6.67 15.29 0.07 3.7485943712673606 25 5 1996
7.73 14.06 1.87 2.492468955703336 26 5 1996
5.57 14.54 1.48 2.677982661825192 27 5 1996
5.31 14.04 0.24 3.1044259889169923 28 5 1996
10.01 18.33 0.47 2.4334590911060756 29 5 1996
11.39 19.19 0.07 3.6530128120874856 30 5 1996
9.76 17.32 0.03 4.383325673748225 31 5 1996
8.64 15.1 0.41 3.5644863046675885 1 6 1996
6.63 15.92 0.05 3.955884671270149 2 6 1996
8.27 17.33 0.02 4.322101950465798 3 6 1996
11.07 18.85 0.08 4.955065525206621 4 6 1996
10.44 21.46 0.02 5.56262051325463 5 6 1996
12.15 22.55 0.0 5.627432332593708 6 6 1996
14.12 24.55 0.63 5.744663597655292 7 6 1996
11.36 17.96 6.38 3.101809546266728 8 6 1996
11.08 19.16 0.59 4.634053286076135 9 6 1996
10.16 20.69 0.01 4.304653957114101 10 6 1996
11.62 20.47 0.08 3.8863558353875365 11 6 1996
10.55 18.26 0.03 4.523334977540454 12 6 1996
7.77 17.87 0.0 5.189348567506509 13 6 1996
7.9 16.41 0.0 4.829266358924494 14 6 1996
8.07 17.55 0.0 5.210828161289605 15 6 1996
9.52 19.37 0.0 5.281038561484289 16 6 1996
9.83 22.05 0.01 5.369452820037118 17 6 1996
10.44 17.66 0.02 4.112958110622266 18 6 1996
9.83 16.25 0.6 2.235561133657436 19 6 1996
8.98 15.58 0.46 2.6798537643838554 20 6 1996
6.92 15.02 0.23 2.9443521678530207 21 6 1996
8.15 15.48 1.13 2.439444072382804 22 6 1996
7.08 17.0 0.02 3.418204085683108 23 6 1996
8.36 16.45 0.16 2.9522324676847767 24 6 1996
9.33 19.51 0.22 4.021258633074732 25 6 1996
11.55 21.75 0.22 4.168846440358019 26 6 1996
12.75 16.75 1.8 2.467834439111991 27 6 1996
13.3 19.08 0.94 2.226391996806865 28 6 1996
10.08 14.99 1.34 1.5790066499255089 29 6 1996
10.08 17.69 0.27 2.527785992591332 30 6 1996
10.25 16.47 3.86 2.4651272758213274 1 7 1996
9.33 17.59 0.56 3.471021886509162 2 7 1996
10.94 18.55 2.78 1.982406131369717 3 7 1996
11.53 18.41 0.73 3.1172134984551945 4 7 1996
11.23 17.34 2.02 3.23320969832706 5 7 1996
10.16 16.53 1.92 3.178906414229992 6 7 1996
8.58 17.5 0.31 4.370913154641184 7 7 1996
9.51 17.48 0.31 3.589722060001537 8 7 1996
9.32 18.78 0.5 3.1195978584419803 9 7 1996
12.41 22.26 0.03 4.983366797821347 10 7 1996
12.81 23.02 0.0 5.025242992672138 11 7 1996
14.48 21.57 1.14 3.219582553166448 12 7 1996
15.12 23.33 0.03 5.535368281037465 13 7 1996
14.76 23.15 0.89 4.300304039685356 14 7 1996
11.61 20.12 0.15 4.268656862822186 15 7 1996
11.05 17.42 0.01 3.700029467268671 16 7 1996
10.73 19.11 0.05 5.227493221610299 17 7 1996
10.26 20.6 0.0 5.389667760120522 18 7 1996
10.96 19.02 0.01 4.205381673253591 19 7 1996
12.0 21.82 0.03 5.105303477417773 20 7 1996
13.26 22.4 0.02 4.885514624601644 21 7 1996
14.27 24.65 0.0 5.398878263085731 22 7 1996
15.68 21.83 3.13 1.9550333061050849 23 7 1996
12.39 19.16 2.91 2.796934981726021 24 7 1996
11.15 20.95 0.03 4.298344730252704 25 7 1996
13.23 24.22 0.37 4.775547466065834 26 7 1996
13.69 21.18 9.14 4.407773921291186 27 7 1996
13.27 20.76 0.45 2.5893878944058053 28 7 1996
14.52 20.56 3.63 3.0620940036995252 29 7 1996
13.68 21.51 0.25 2.853270000451795 30 7 1996
14.22 21.31 0.31 3.646652612556536 31 7 1996
12.65 20.3 0.36 2.9986319501521086 1 8 1996
10.98 20.34 0.63 3.213880089242594 2 8 1996
11.26 20.76 0.02 4.38070021507429 3 8 1996
11.36 20.03 0.04 4.77538786843871 4 8 1996
14.33 21.07 0.0 4.99875303779559 5 8 1996
13.79 20.98 0.64 2.9669674663497774 6 8 1996
13.2 20.35 0.39 2.3865156175747977 7 8 1996
12.39 20.83 0.0 3.6966042487666577 8 8 1996
14.72 21.01 2.85 2.3595389978954984 9 8 1996
14.0 21.29 3.46 3.1328227654860705 10 8 1996
13.89 17.92 8.36 2.309212798818743 11 8 1996
14.22 19.38 5.91 2.3743218199680745 12 8 1996
14.29 20.42 0.63 1.876875480268044 13 8 1996
13.49 22.16 0.16 2.8365183675432224 14 8 1996
12.69 21.65 0.05 4.474269526938054 15 8 1996
13.24 21.91 0.07 4.053820020479581 16 8 1996
13.62 23.51 0.03 4.988689512010139 17 8 1996
14.86 23.15 0.0 4.6748543758464365 18 8 1996
15.37 23.78 0.02 4.749518389586649 19 8 1996
16.29 24.81 0.19 4.001296259629343 20 8 1996
14.96 22.24 0.06 3.5954262255655354 21 8 1996
12.23 21.49 0.36 4.469565180643304 22 8 1996
15.64 21.0 10.76 1.8558509019344118 23 8 1996
14.25 19.2 3.37 2.745568823140789 24 8 1996
13.59 19.31 3.51 2.6435370424117015 25 8 1996
11.9 19.02 1.47 3.2529609677659463 26 8 1996
11.06 18.6 4.63 2.869184846921979 27 8 1996
11.08 18.55 4.66 2.8454985571040963 28 8 1996
12.84 14.46 45.01 0.829300347653999 29 8 1996
11.02 17.3 1.38 1.823856123778893 30 8 1996
10.73 16.51 0.52 2.373758264485946 31 8 1996
9.08 17.85 0.03 3.4287928366673475 1 9 1996
12.0 20.02 0.93 2.3086853590361236 2 9 1996
13.37 19.23 0.16 2.59362768530214 3 9 1996
13.3 17.94 0.33 1.8551122977134744 4 9 1996
12.15 20.01 0.1 3.3600071983822173 5 9 1996
10.91 18.9 0.13 2.904780651000795 6 9 1996
11.88 18.45 0.35 2.4342990306057315 7 9 1996
12.93 17.28 1.53 2.402859021863786 8 9 1996
12.4 15.99 1.46 1.9356124957664798 9 9 1996
11.6 16.62 1.44 1.573165702693354 10 9 1996
11.37 16.65 1.94 1.8946196146959926 11 9 1996
10.21 15.76 1.07 2.057488431317376 12 9 1996
9.19 15.76 1.04 2.4476916631979986 13 9 1996
9.28 16.82 0.11 2.702852959478469 14 9 1996
9.06 19.13 0.01 3.5680000217014527 15 9 1996
11.22 17.9 0.02 3.1118006253688653 16 9 1996
11.65 16.47 0.0 2.413803241978427 17 9 1996
11.4 14.93 0.19 1.3004574785563008 18 9 1996
11.67 14.34 0.43 1.3973921173971373 19 9 1996
12.15 15.02 0.02 1.505874335273155 20 9 1996
11.14 14.35 0.06 1.6453689942057155 21 9 1996
11.14 14.02 1.08 1.0407818688623272 22 9 1996
10.65 14.45 2.27 1.0252226182520525 23 9 1996
9.54 16.63 0.17 2.339992609080197 24 9 1996
11.91 16.42 1.83 1.9080338528100032 25 9 1996
10.73 18.19 2.27 2.3461021019758332 26 9 1996
10.7 18.05 0.22 2.3783520427049543 27 9 1996
10.5 18.29 1.22 1.7974663832254671 28 9 1996
14.55 21.12 3.35 1.556928587663346 29 9 1996
10.52 15.36 8.2 1.240412601408044 30 9 1996
9.35 15.01 1.33 2.0176816301928855 1 10 1996
8.27 15.44 0.28 2.243952801911888 2 10 1996
9.71 17.3 1.22 1.5456648795313639 3 10 1996
7.84 14.7 0.49 2.053320557987243 4 10 1996
7.15 12.83 0.61 1.5252794066096462 5 10 1996
7.1 13.53 1.8 1.0931168519913128 6 10 1996
11.43 16.05 0.57 1.4120484619815359 7 10 1996
11.57 16.66 0.97 1.2357468353068952 8 10 1996
9.95 14.26 4.27 1.2137891102625686 9 10 1996
8.07 14.64 0.18 1.5463937934379142 10 10 1996
8.94 14.33 0.23 1.4525929344449549 11 10 1996
11.48 15.4 0.36 1.555991177341356 12 10 1996
